,client_id,birth_number,client_district_id,birthear,birth_day,birth_month,client_gender,client_age,age_group,disp_id,account_id,disp_type,account_district_id,frequency,account_date,account_date_opened,frequency_statment,accountear,account_month,account_day,loan_id,date,loan_amount,loan_duration,monthly_loan_payment,loan_status,num_days_since_loan_acquired,client_id,account_id_disp,disp_type,card_id,card_type,issued,card_issued_date,district_id,district_name,region,no_of_inhabitants,no._of_municipalities_with_inhabitants_<_499,no._of_municipalities_with_inhabitants_500-1999,no._of_municipalities_with_inhabitants_2000-9999,no._of_municipalities_with_inhabitants_>10000,no._of_cities,ratio_of_urban_inhabitants,average_salary,"unemploymant_rate_""95""","unemploymant_rate_""96""",no._of_enterpreneurs_per_1000_inhabitants,"no._of_commited_crimes_""95""","no._of_commited_crimes_""96""",trans_balance,trans_freq_total,trans_amount,trans_freq_first_3_years,trans_freq_last_3_years,trans_freq_credit,trans_freq_withdraw,trans_last_in_days,order_SUM_amount,order_count,order_bank_Is_AB,order_bank_Is_CD,order_bank_Is_EF,order_bank_Is_GH,order_bank_Is_IJ,order_bank_Is_KL,order_bank_Is_MN,order_bank_Is_OP,order_bank_Is_QR,order_bank_Is_ST,order_bank_Is_UV,order_bank_Is_WX,order_bank_Is_YZ,order_k_Is_LEASING,order_k_Is_POJISTNE,order_k_IS_SIPO,order_k_Is_UVER
2799,4969,685720,64,1968,20,7,F,31,30,4969,4128,OWNER,64,POPLATEK MESICNE,1997-09-26,1729,MONTHLY,1997,09,26,,,,,,,,4969,4128,OWNER,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,30747.971794871806,78,10724.303846153844,,78,36,42,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
2800,5171,565923,64,1956,23,9,F,43,40,5171,4293,OWNER,64,POPLATEK PO OBRATU,1996-02-04,1129,TRANSACTION,1996,02,04,5850.0,1997-05-22,164196.0,36.0,4561.0,C,1602.0,5171,4293,OWNER,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,56157.72211538458,208,12978.68221153846,,208,88,120,1 days 00:00:00.000000000,9358.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2801,5722,596007,64,1959,7,10,F,40,40,5722,4743,OWNER,64,POPLATEK MESICNE,1993-05-05,124,MONTHLY,1993,05,05,,,,,,,,5722,4743,OWNER,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,69536.42494172494,429,13174.931002331003,113.0,316,194,235,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
2802,6359,760706,64,1976,6,7,M,23,20,6359,5263,OWNER,64,POPLATEK MESICNE,1995-07-14,924,MONTHLY,1995,07,14,6073.0,1996-11-12,276300.0,60.0,4605.0,C,1411.0,6359,5263,OWNER,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,36227.4018315018,273,3547.7117216117194,,273,121,152,1 days 00:00:00.000000000,8555.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2803,6452,420717,64,1942,17,7,M,57,50,6452,5343,OWNER,64,POPLATEK MESICNE,1993-06-08,158,MONTHLY,1993,06,08,,,,,,,,6452,5343,OWNER,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,21020.98791946312,298,6267.9520134228205,86.0,212,116,182,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
2804,6906,490925,64,1949,25,9,M,50,50,6906,5708,OWNER,64,POPLATEK TYDNE,1997-10-12,1745,WEEKLY,1997,10,12,,,,,,,,6906,5708,OWNER,863.0,classic,1998-06-12,1988.0,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,45226.781428571434,70,12647.135714285714,,70,32,38,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
2805,7594,495407,64,1949,7,4,F,50,50,7594,6289,OWNER,64,POPLATEK MESICNE,1995-04-05,824,MONTHLY,1995,04,05,6283.0,1996-08-11,85632.0,48.0,1784.0,C,1318.0,7594,6289,OWNER,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,63959.08321428564,280,12424.029285714294,,280,117,163,1 days 00:00:00.000000000,1784.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2806,7614,770305,64,1977,5,3,M,22,20,7614,6306,OWNER,64,POPLATEK MESICNE,1997-03-04,1523,MONTHLY,1997,03,04,,,,,,,,7614,6306,OWNER,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,21888.33823529412,68,7235.324999999997,,68,35,33,29 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
2807,9226,396225,64,1939,25,12,F,60,60,8918,7445,OWNER,64,POPLATEK MESICNE,1993-03-18,76,MONTHLY,1993,03,18,6509.0,1994-03-15,55368.0,24.0,2307.0,A,438.0,9226,7445,OWNER,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,42411.87439703151,539,8882.794805194802,161.0,378,238,301,1 days 00:00:00.000000000,2306.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2808,9641,450126,64,1945,26,1,M,54,50,9333,7795,OWNER,64,POPLATEK MESICNE,1995-01-05,734,MONTHLY,1995,01,05,6585.0,1996-10-29,372120.0,60.0,6202.0,C,1397.0,9641,7795,OWNER,1007.0,gold,1998-09-25,2093.0,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,65701.56225352123,355,14076.824507042254,,355,142,213,1 days 00:00:00.000000000,6202.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2809,9642,375903,64,1937,3,9,F,62,60,9334,7795,DISPONENT,64,POPLATEK MESICNE,1995-01-05,734,MONTHLY,1995,01,05,6585.0,1996-10-29,372120.0,60.0,6202.0,C,1397.0,9642,7795,DISPONENT,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,65701.56225352123,355,14076.824507042254,,355,142,213,1 days 00:00:00.000000000,6202.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2810,10066,635523,64,1963,23,5,F,36,30,9758,8149,OWNER,64,POPLATEK PO OBRATU,1997-05-14,1594,TRANSACTION,1997,05,14,,,,,,,,10066,8149,OWNER,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,38570.49000000001,140,9315.011428571424,,140,69,71,1 days 00:00:00.000000000,4190.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2811,10303,620405,64,1962,5,4,M,37,30,9995,8341,OWNER,64,POPLATEK MESICNE,1996-12-27,1456,MONTHLY,1996,12,27,,,,,,,,10303,8341,OWNER,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,28935.018115942046,138,12034.238405797101,,138,72,66,1 days 00:00:00.000000000,1303.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2812,10636,710803,64,1971,3,8,M,28,20,10328,8625,OWNER,64,POPLATEK MESICNE,1993-11-10,313,MONTHLY,1993,11,10,6745.0,1995-04-10,47304.0,24.0,1971.0,A,829.0,10636,8625,OWNER,1064.0,classic,1996-02-17,1142.0,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,65871.96994535536,549,11533.747358834229,127.0,422,243,306,1 days 00:00:00.000000000,10121.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2813,10818,720804,64,1972,4,8,M,27,20,10510,8776,OWNER,64,POPLATEK MESICNE,1994-08-24,600,MONTHLY,1994,08,24,6764.0,1995-08-26,33984.0,48.0,708.0,C,967.0,10818,8776,OWNER,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,51764.963788300796,359,4133.01197771588,17.0,342,158,201,1 days 00:00:00.000000000,708.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2814,11063,556104,64,1955,4,11,F,44,40,10755,8982,OWNER,64,POPLATEK MESICNE,1993-09-25,267,MONTHLY,1993,09,25,6808.0,1994-10-12,227880.0,36.0,6330.0,A,649.0,11063,8982,OWNER,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,62471.61740041925,477,9201.687211740049,101.0,376,227,250,1 days 00:00:00.000000000,6330.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2815,11064,530709,64,1953,9,7,M,46,40,10756,8982,DISPONENT,64,POPLATEK MESICNE,1993-09-25,267,MONTHLY,1993,09,25,6808.0,1994-10-12,227880.0,36.0,6330.0,A,649.0,11064,8982,DISPONENT,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,62471.61740041925,477,9201.687211740049,101.0,376,227,250,1 days 00:00:00.000000000,6330.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2816,11274,690414,64,1969,14,4,M,30,30,10966,9159,OWNER,64,POPLATEK MESICNE,1996-08-02,1309,MONTHLY,1996,08,02,6857.0,1998-06-08,69600.0,48.0,1450.0,C,1984.0,11274,9159,OWNER,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,42855.19791666671,288,3557.413888888888,,288,97,191,1 days 00:00:00.000000000,10735.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2817,11275,635418,64,1963,18,4,F,36,30,10967,9159,DISPONENT,64,POPLATEK MESICNE,1996-08-02,1309,MONTHLY,1996,08,02,6857.0,1998-06-08,69600.0,48.0,1450.0,C,1984.0,11275,9159,DISPONENT,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,42855.19791666671,288,3557.413888888888,,288,97,191,1 days 00:00:00.000000000,10735.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2818,11685,655723,64,1965,23,7,F,34,30,11377,9493,OWNER,64,POPLATEK MESICNE,1995-04-02,821,MONTHLY,1995,04,02,6933.0,1995-09-09,188688.0,48.0,3931.0,C,981.0,11685,9493,OWNER,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,48719.67152317883,302,7527.682119205306,,302,98,204,1 days 00:00:00.000000000,10733.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2819,12079,725812,64,1972,12,8,F,27,20,11771,9814,OWNER,64,POPLATEK TYDNE,1995-01-19,748,WEEKLY,1995,01,19,6995.0,1996-09-26,96168.0,12.0,8014.0,A,1364.0,12079,9814,OWNER,1137.0,gold,1998-12-01,2160.0,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,60051.06879606876,407,8986.13194103194,,407,220,187,1 days 00:00:00.000000000,8013.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2820,12308,781129,64,1978,29,11,M,21,20,12000,10005,OWNER,64,POPLATEK MESICNE,1997-11-29,1793,MONTHLY,1997,11,29,7035.0,1998-07-29,210744.0,36.0,5854.0,C,2035.0,12308,10005,OWNER,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,46756.56164383565,73,13284.447945205475,,73,27,46,1 days 00:00:00.000000000,15005.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2821,55,485918,45,1948,18,9,F,51,50,55,47,OWNER,45,POPLATEK MESICNE,1993-08-08,219,MONTHLY,1993,08,08,,,,,,,,55,47,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,45139.10991150457,565,8732.554690265484,129.0,436,133,432,1 days 00:00:00.000000000,7264.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2822,280,696218,45,1969,18,12,F,30,30,280,232,OWNER,45,POPLATEK MESICNE,1997-11-29,1793,MONTHLY,1997,11,29,,,,,,,,280,232,OWNER,47.0,classic,1998-08-13,2050.0,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,50509.54426229506,61,9500.23770491803,,61,28,33,1 days 00:00:00.000000000,3643.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2823,385,480324,45,1948,24,3,M,51,50,385,315,OWNER,45,POPLATEK MESICNE,1997-12-08,1802,MONTHLY,1997,12,08,,,,,,,,385,315,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,17081.81818181818,11,3400.0,,11,7,4,29 days 00:00:00.000000000,3509.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2824,399,520414,45,1952,14,4,M,47,40,399,327,OWNER,54,POPLATEK MESICNE,1993-06-02,152,MONTHLY,1993,06,02,,,,,,,,399,327,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,49392.093965517204,464,4933.168965517249,119.0,345,143,321,1 days 00:00:00.000000000,7057.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2825,589,610917,45,1961,17,9,M,38,30,589,490,OWNER,45,POPLATEK MESICNE,1995-05-23,872,MONTHLY,1995,05,23,,,,,,,,589,490,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,15076.904522613051,199,1276.834170854272,,199,83,116,1 days 00:00:00.000000000,2042.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2826,1215,440506,45,1944,6,5,M,55,50,1215,1011,OWNER,45,POPLATEK MESICNE,1994-12-17,715,MONTHLY,1994,12,17,5160.0,1995-12-18,204000.0,60.0,3400.0,C,1081.0,1215,1011,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,57193.64643962855,323,6724.771207430346,1.0,322,106,217,1 days 00:00:00.000000000,10485.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2827,1300,791027,45,1979,27,10,M,20,20,1300,1083,OWNER,45,POPLATEK MESICNE,1996-12-06,1435,MONTHLY,1996,12,06,5172.0,1998-04-16,50976.0,36.0,1416.0,C,1931.0,1300,1083,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,26454.26614583332,192,3502.4833333333318,,192,59,133,1 days 00:00:00.000000000,8532.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2828,1474,716215,45,1971,15,12,F,28,20,1474,1221,OWNER,45,POPLATEK MESICNE,1997-01-02,1462,MONTHLY,1997,01,02,,,,,,,,1474,1221,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,38982.091735537186,121,12688.728925619836,,121,54,67,1 days 00:00:00.000000000,3213.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2829,1588,501029,45,1950,29,10,M,49,40,1588,1313,OWNER,45,POPLATEK MESICNE,1997-10-01,1734,MONTHLY,1997,10,01,,,,,,,,1588,1313,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,66813.08823529416,102,17240.495098039217,,102,51,51,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
2830,1693,805706,45,1980,6,7,F,19,10,1693,1399,OWNER,45,POPLATEK MESICNE,1996-05-20,1235,MONTHLY,1996,05,20,,,,,,,,1693,1399,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,30223.800401606455,249,2548.649799196785,,249,76,173,1 days 00:00:00.000000000,5814.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2831,1694,791227,45,1979,27,12,M,20,20,1694,1399,DISPONENT,45,POPLATEK MESICNE,1996-05-20,1235,MONTHLY,1996,05,20,,,,,,,,1694,1399,DISPONENT,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,30223.800401606455,249,2548.649799196785,,249,76,173,1 days 00:00:00.000000000,5814.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2832,1761,480423,45,1948,23,4,M,51,50,1761,1452,OWNER,45,POPLATEK MESICNE,1995-09-16,988,MONTHLY,1995,09,16,,,,,,,,1761,1452,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,59898.29243243239,185,8746.27783783784,,185,80,105,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
2833,2437,361227,45,1936,27,12,M,63,60,2437,2007,OWNER,45,POPLATEK MESICNE,1997-09-29,1732,MONTHLY,1997,09,29,,,,,,,,2437,2007,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,54613.17745098045,102,14871.445098039214,,102,47,55,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
2834,2639,505304,45,1950,4,3,F,49,40,2639,2180,OWNER,45,POPLATEK MESICNE,1993-10-27,299,MONTHLY,1993,10,27,,,,,,,,2639,2180,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,17960.975609756097,41,1914.6341463414635,15.0,26,23,18,662 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
2835,2640,510129,45,1951,29,1,M,48,40,2640,2180,DISPONENT,45,POPLATEK MESICNE,1993-10-27,299,MONTHLY,1993,10,27,,,,,,,,2640,2180,DISPONENT,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,17960.975609756097,41,1914.6341463414635,15.0,26,23,18,662 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
2836,2670,360913,45,1936,13,9,M,63,60,2670,2206,OWNER,45,POPLATEK MESICNE,1995-08-10,951,MONTHLY,1995,08,10,,,,,,,,2670,2206,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,36328.171875000015,224,3088.4044642857125,,224,109,115,1 days 00:00:00.000000000,3930.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2837,2681,715104,45,1971,4,1,F,28,20,2681,2214,OWNER,45,POPLATEK MESICNE,1996-01-27,1121,MONTHLY,1996,01,27,,,,,,,,2681,2214,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,35564.762500000026,168,5989.405357142854,,168,74,94,1 days 00:00:00.000000000,948.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2838,2682,750114,45,1975,14,1,M,24,20,2682,2214,DISPONENT,45,POPLATEK MESICNE,1996-01-27,1121,MONTHLY,1996,01,27,,,,,,,,2682,2214,DISPONENT,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,35564.762500000026,168,5989.405357142854,,168,74,94,1 days 00:00:00.000000000,948.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2839,2707,690523,45,1969,23,5,M,30,30,2707,2235,OWNER,45,POPLATEK MESICNE,1995-10-22,1024,MONTHLY,1995,10,22,,,,,,,,2707,2235,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,25181.842222222203,180,4156.57333333333,,180,78,102,1 days 00:00:00.000000000,3730.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2840,2821,806101,45,1980,1,11,F,19,10,2821,2333,OWNER,45,POPLATEK MESICNE,1994-10-08,645,MONTHLY,1994,10,08,,,,,,,,2821,2333,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,34581.69673913048,276,3019.867391304346,16.0,260,139,137,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
2841,2911,320925,45,1932,25,9,M,67,60,2911,2410,OWNER,54,POPLATEK MESICNE,1993-05-11,130,MONTHLY,1993,05,11,,,,,,,,2911,2410,OWNER,453.0,gold,1998-07-12,2018.0,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,43890.03355263157,304,2508.3427631578907,79.0,225,131,173,1 days 00:00:00.000000000,3410.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2842,2912,255728,45,1925,28,7,F,74,70,2912,2410,DISPONENT,54,POPLATEK MESICNE,1993-05-11,130,MONTHLY,1993,05,11,,,,,,,,2912,2410,DISPONENT,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,43890.03355263157,304,2508.3427631578907,79.0,225,131,173,1 days 00:00:00.000000000,3410.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2843,3047,751001,45,1975,1,10,M,24,20,3047,2525,OWNER,45,POPLATEK MESICNE,1995-05-08,857,MONTHLY,1995,05,08,,,,,,,,3047,2525,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,19278.419188191878,271,3071.8719557195554,,271,101,170,1 days 00:00:00.000000000,5337.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2844,3179,485312,45,1948,12,3,F,51,50,3179,2634,OWNER,45,POPLATEK MESICNE,1997-10-08,1741,MONTHLY,1997,10,08,,,,,,,,3179,2634,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,51748.97241379313,58,9254.55517241379,,58,30,28,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
2845,3180,440930,45,1944,30,9,M,55,50,3180,2634,DISPONENT,45,POPLATEK MESICNE,1997-10-08,1741,MONTHLY,1997,10,08,,,,,,,,3180,2634,DISPONENT,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,51748.97241379313,58,9254.55517241379,,58,30,28,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
2846,3765,565124,45,1956,24,1,F,43,40,3765,3113,OWNER,67,POPLATEK MESICNE,1993-08-16,227,MONTHLY,1993,08,16,,,,,,,,3765,3113,OWNER,588.0,classic,1997-07-08,1649.0,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,46596.44470134864,519,9021.27129094412,93.0,426,145,374,1 days 00:00:00.000000000,12766.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2847,3848,385814,45,1938,14,8,F,61,60,3848,3183,OWNER,45,POPLATEK MESICNE,1994-04-01,455,MONTHLY,1994,04,01,,,,,,,,3848,3183,OWNER,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,27310.771153846177,312,2463.298076923075,36.0,276,115,197,1 days 00:00:00.000000000,3024.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2848,3850,575126,45,1957,26,1,F,42,40,3850,3185,OWNER,45,POPLATEK MESICNE,1997-07-29,1670,MONTHLY,1997,07,29,,,,,,,,3850,3185,OWNER,603.0,classic,1998-07-20,2026.0,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,48319.10190476191,105,4498.491428571428,,105,40,65,1 days 00:00:00.000000000,8445.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2849,3851,611120,45,1961,20,11,M,38,30,3851,3185,DISPONENT,45,POPLATEK MESICNE,1997-07-29,1670,MONTHLY,1997,07,29,,,,,,,,3851,3185,DISPONENT,,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,48319.10190476191,105,4498.491428571428,,105,40,65,1 days 00:00:00.000000000,8445.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
